class,id
neg,704.0
neg,705.0
neg,706.0
neg,707.0
neg,708.0
neg,709.0
neg,710.0
neg,711.0
neg,712.0
neg,713.0
neg,714.0
neg,715.0
neg,716.0
neg,717.0
neg,718.0
neg,719.0
neg,720.0
neg,721.0
neg,722.0
neg,723.0
neg,724.0
neg,725.0
neg,726.0
neg,727.0
neg,728.0
pos,729.0
neg,730.0
neg,731.0
neg,732.0
neg,733.0
neg,734.0
neg,735.0
neg,736.0
neg,737.0
neg,738.0
neg,739.0
neg,740.0
neg,741.0
neg,742.0
neg,743.0
neg,744.0
neg,745.0
pos,746.0
neg,747.0
neg,748.0
neg,749.0
neg,750.0
neg,751.0
neg,752.0
neg,753.0
neg,754.0
neg,755.0
neg,756.0
neg,757.0
neg,758.0
neg,759.0
neg,760.0
neg,761.0
neg,762.0
neg,763.0
neg,764.0
neg,765.0
neg,766.0
neg,767.0
neg,768.0
neg,769.0
neg,770.0
neg,771.0
neg,772.0
neg,773.0
neg,774.0
neg,775.0
neg,776.0
neg,777.0
neg,778.0
neg,779.0
neg,780.0
neg,781.0
neg,782.0
neg,783.0
neg,784.0
neg,785.0
neg,786.0
pos,787.0
neg,788.0
neg,789.0
neg,790.0
neg,791.0
neg,792.0
neg,793.0
neg,794.0
neg,795.0
neg,796.0
neg,797.0
neg,798.0
pos,799.0
neg,800.0
neg,801.0
neg,802.0
neg,803.0
neg,804.0
neg,805.0
neg,806.0
neg,807.0
neg,808.0
neg,809.0
neg,810.0
neg,811.0
neg,812.0
neg,813.0
neg,814.0
neg,815.0
neg,816.0
neg,817.0
neg,818.0
neg,819.0
neg,820.0
neg,821.0
neg,822.0
neg,823.0
neg,824.0
neg,825.0
neg,826.0
neg,827.0
neg,828.0
neg,829.0
neg,830.0
neg,831.0
neg,832.0
neg,833.0
pos,834.0
pos,835.0
neg,836.0
neg,837.0
neg,838.0
neg,839.0
neg,840.0
neg,841.0
neg,842.0
neg,843.0
neg,844.0
neg,845.0
neg,846.0
neg,847.0
neg,848.0
neg,849.0
neg,850.0
neg,851.0
neg,852.0
neg,853.0
pos,854.0
neg,855.0
neg,856.0
neg,857.0
neg,858.0
neg,859.0
neg,860.0
neg,861.0
neg,862.0
neg,863.0
neg,864.0
neg,865.0
neg,866.0
neg,867.0
neg,868.0
neg,869.0
neg,870.0
neg,871.0
neg,872.0
neg,873.0
neg,874.0
neg,875.0
neg,876.0
neg,877.0
neg,878.0
neg,879.0
neg,880.0
neg,881.0
neg,882.0
neg,883.0
pos,884.0
neg,885.0
neg,886.0
neg,887.0
neg,888.0
neg,889.0
neg,890.0
pos,891.0
neg,892.0
neg,893.0
neg,894.0
neg,895.0
neg,896.0
neg,897.0
neg,898.0
neg,899.0
neg,900.0
neg,901.0
neg,902.0
neg,903.0
neg,904.0
neg,905.0
neg,906.0
neg,907.0
neg,908.0
pos,909.0
neg,910.0
neg,911.0
neg,912.0
neg,913.0
neg,914.0
neg,915.0
neg,916.0
neg,917.0
neg,918.0
neg,919.0
neg,920.0
neg,921.0
neg,922.0
neg,923.0
neg,924.0
neg,925.0
neg,926.0
neg,927.0
neg,928.0
pos,929.0
neg,930.0
neg,931.0
neg,932.0
neg,933.0
neg,934.0
neg,935.0
neg,936.0
neg,937.0
neg,938.0
neg,939.0
neg,940.0
neg,941.0
neg,942.0
neg,943.0
neg,944.0
neg,945.0
neg,946.0
neg,947.0
neg,948.0
neg,949.0
neg,950.0
pos,951.0
neg,952.0
neg,953.0
neg,954.0
neg,955.0
neg,956.0
neg,957.0
neg,958.0
pos,959.0
neg,960.0
neg,961.0
neg,962.0
neg,963.0
neg,964.0
neg,965.0
neg,966.0
neg,967.0
neg,968.0
neg,969.0
neg,970.0
pos,971.0
neg,972.0
neg,973.0
neg,974.0
neg,975.0
neg,976.0
neg,977.0
neg,978.0
neg,979.0
neg,980.0
neg,981.0
neg,982.0
neg,983.0
neg,984.0
neg,985.0
neg,986.0
neg,987.0
neg,988.0
neg,989.0
neg,990.0
neg,991.0
neg,992.0
neg,993.0
neg,994.0
neg,995.0
neg,996.0
neg,997.0
neg,998.0
neg,999.0
neg,1000.0
neg,1001.0
neg,1002.0
neg,1003.0
neg,1004.0
neg,1005.0
neg,1006.0
neg,1007.0
neg,1008.0
neg,1009.0
neg,1010.0
neg,1011.0
neg,1012.0
neg,1013.0
neg,1014.0
neg,1015.0
neg,1016.0
neg,1017.0
neg,1018.0
neg,1019.0
neg,1020.0
neg,1021.0
neg,1022.0
neg,1023.0
neg,1024.0
neg,1025.0
neg,1026.0
neg,1027.0
neg,1028.0
neg,1029.0
neg,1030.0
neg,1031.0
neg,1032.0
neg,1033.0
neg,1034.0
neg,1035.0
neg,1036.0
pos,1037.0
neg,1038.0
neg,1039.0
neg,1040.0
neg,1041.0
neg,1042.0
neg,1043.0
neg,1044.0
neg,1045.0
neg,1046.0
neg,1047.0
neg,1048.0
neg,1049.0
pos,1050.0
neg,1051.0
neg,1052.0
neg,1053.0
neg,1054.0
neg,1055.0
neg,1056.0
neg,1057.0
neg,1058.0
neg,1059.0
neg,1060.0
neg,1061.0
neg,1062.0
neg,1063.0
neg,1064.0
neg,1065.0
neg,1066.0
neg,1067.0
neg,1068.0
neg,1069.0
neg,1070.0
neg,1071.0
neg,1072.0
neg,1073.0
neg,1074.0
neg,1075.0
neg,1076.0
neg,1077.0
neg,1078.0
neg,1079.0
neg,1080.0
neg,1081.0
neg,1082.0
neg,1083.0
neg,1084.0
neg,1085.0
neg,1086.0
neg,1087.0
neg,1088.0
neg,1089.0
neg,1090.0
neg,1091.0
neg,1092.0
neg,1093.0
neg,1094.0
neg,1095.0
neg,1096.0
neg,1097.0
neg,1098.0
neg,1099.0
neg,1100.0
neg,1101.0
neg,1102.0
neg,1103.0
neg,1104.0
neg,1105.0
neg,1106.0
neg,1107.0
neg,1108.0
neg,1109.0
neg,1110.0
neg,1111.0
neg,1112.0
neg,1113.0
neg,1114.0
neg,1115.0
neg,1116.0
neg,1117.0
neg,1118.0
neg,1119.0
neg,1120.0
neg,1121.0
neg,1122.0
neg,1123.0
neg,1124.0
neg,1125.0
neg,1126.0
neg,1127.0
neg,1128.0
pos,1129.0
neg,1130.0
neg,1131.0
neg,1132.0
neg,1133.0
neg,1134.0
neg,1135.0
neg,1136.0
neg,1137.0
neg,1138.0
neg,1139.0
neg,1140.0
neg,1141.0
neg,1142.0
neg,1143.0
neg,1144.0
neg,1145.0
neg,1146.0
neg,1147.0
neg,1148.0
neg,1149.0
neg,1150.0
neg,1151.0
neg,1152.0
neg,1153.0
neg,1154.0
neg,1155.0
neg,1156.0
neg,1157.0
neg,1158.0
neg,1159.0
neg,1160.0
neg,1161.0
pos,1162.0
neg,1163.0
neg,1164.0
neg,1165.0
neg,1166.0
neg,1167.0
neg,1168.0
neg,1169.0
neg,1170.0
neg,1171.0
neg,1172.0
neg,1173.0
neg,1174.0
neg,1175.0
neg,1176.0
neg,1177.0
neg,1178.0
neg,1179.0
neg,1180.0
neg,1181.0
neg,1182.0
neg,1183.0
neg,1184.0
neg,1185.0
neg,1186.0
neg,1187.0
neg,1188.0
neg,1189.0
neg,1190.0
neg,1191.0
neg,1192.0
neg,1193.0
neg,1194.0
neg,1195.0
neg,1196.0
neg,1197.0
neg,1198.0
neg,1199.0
neg,1200.0
neg,1201.0
neg,1202.0
neg,1203.0
neg,1204.0
neg,1205.0
neg,1206.0
neg,1207.0
neg,1208.0
neg,1209.0
neg,1210.0
neg,1211.0
neg,1212.0
neg,1213.0
neg,1214.0
neg,1215.0
neg,1216.0
neg,1217.0
neg,1218.0
neg,1219.0
neg,1220.0
neg,1221.0
neg,1222.0
neg,1223.0
neg,1224.0
neg,1225.0
neg,1226.0
neg,1227.0
pos,1228.0
neg,1229.0
neg,1230.0
neg,1231.0
neg,1232.0
neg,1233.0
neg,1234.0
neg,1235.0
neg,1236.0
neg,1237.0
neg,1238.0
neg,1239.0
neg,1240.0
neg,1241.0
neg,1242.0
neg,1243.0
neg,1244.0
neg,1245.0
neg,1246.0
neg,1247.0
neg,1248.0
neg,1249.0
neg,1250.0
neg,1251.0
neg,1252.0
neg,1253.0
neg,1254.0
neg,1255.0
neg,1256.0
neg,1257.0
pos,1258.0
neg,1259.0
neg,1260.0
neg,1261.0
neg,1262.0
neg,1263.0
neg,1264.0
neg,1265.0
neg,1266.0
neg,1267.0
neg,1268.0
neg,1269.0
neg,1270.0
neg,1271.0
neg,1272.0
neg,1273.0
neg,1274.0
neg,1275.0
neg,1276.0
neg,1277.0
pos,1278.0
neg,1279.0
pos,1280.0
neg,1281.0
neg,1282.0
neg,1283.0
neg,1284.0
neg,1285.0
neg,1286.0
neg,1287.0
neg,1288.0
neg,1289.0
pos,1290.0
neg,1291.0
neg,1292.0
pos,1293.0
neg,1294.0
neg,1295.0
neg,1296.0
neg,1297.0
neg,1298.0
neg,1299.0
neg,1300.0
neg,1301.0
neg,1302.0
neg,1303.0
neg,1304.0
pos,1305.0
neg,1306.0
neg,1307.0
neg,1308.0
neg,1309.0
neg,1310.0
neg,1311.0
neg,1312.0
neg,1313.0
neg,1314.0
neg,1315.0
neg,1316.0
neg,1317.0
neg,1318.0
neg,1319.0
neg,1320.0
neg,1321.0
neg,1322.0
neg,1323.0
neg,1324.0
neg,1325.0
neg,1326.0
pos,1327.0
neg,1328.0
neg,1329.0
neg,1330.0
neg,1331.0
neg,1332.0
neg,1333.0
neg,1334.0
neg,1335.0
neg,1336.0
neg,1337.0
neg,1338.0
neg,1339.0
neg,1340.0
neg,1341.0
neg,1342.0
neg,1343.0
neg,1344.0
neg,1345.0
neg,1346.0
pos,1347.0
neg,1348.0
pos,1349.0
neg,1350.0
neg,1351.0
neg,1352.0
neg,1353.0
neg,1354.0
neg,1355.0
neg,1356.0
neg,1357.0
neg,1358.0
neg,1359.0
neg,1360.0
neg,1361.0
neg,1362.0
neg,1363.0
neg,1364.0
neg,1365.0
neg,1366.0
neg,1367.0
neg,1368.0
neg,1369.0
neg,1370.0
neg,1371.0
neg,1372.0
neg,1373.0
neg,1374.0
neg,1375.0
neg,1376.0
neg,1377.0
neg,1378.0
neg,1379.0
neg,1380.0
neg,1381.0
neg,1382.0
neg,1383.0
neg,1384.0
neg,1385.0
neg,1386.0
neg,1387.0
neg,1388.0
neg,1389.0
neg,1390.0
neg,1391.0
neg,1392.0
neg,1393.0
neg,1394.0
neg,1395.0
neg,1396.0
neg,1397.0
neg,1398.0
neg,1399.0
neg,1400.0
pos,1401.0
neg,1402.0
neg,1403.0
pos,1404.0
neg,1405.0
neg,1406.0
neg,1407.0
neg,1408.0
neg,1409.0
neg,1410.0
neg,1411.0
neg,1412.0
neg,1413.0
neg,1414.0
neg,1415.0
neg,1416.0
neg,1417.0
neg,1418.0
neg,1419.0
neg,1420.0
neg,1421.0
neg,1422.0
neg,1423.0
neg,1424.0
neg,1425.0
neg,1426.0
neg,1427.0
neg,1428.0
neg,1429.0
pos,1430.0
neg,1431.0
neg,1432.0
neg,1433.0
neg,1434.0
neg,1435.0
neg,1436.0
neg,1437.0
neg,1438.0
neg,1439.0
neg,1440.0
neg,1441.0
neg,1442.0
neg,1443.0
neg,1444.0
neg,1445.0
neg,1446.0
neg,1447.0
neg,1448.0
neg,1449.0
neg,1450.0
neg,1451.0
neg,1452.0
neg,1453.0
neg,1454.0
neg,1455.0
neg,1456.0
neg,1457.0
neg,1458.0
neg,1459.0
neg,1460.0
neg,1461.0
neg,1462.0
pos,1463.0
neg,1464.0
neg,1465.0
neg,1466.0
neg,1467.0
neg,1468.0
pos,1469.0
neg,1470.0
neg,1471.0
neg,1472.0
neg,1473.0
neg,1474.0
neg,1475.0
neg,1476.0
neg,1477.0
pos,1478.0
neg,1479.0
neg,1480.0
neg,1481.0
neg,1482.0
neg,1483.0
neg,1484.0
neg,1485.0
neg,1486.0
neg,1487.0
neg,1488.0
pos,1489.0
neg,1490.0
neg,1491.0
neg,1492.0
neg,1493.0
neg,1494.0
neg,1495.0
neg,1496.0
neg,1497.0
neg,1498.0
neg,1499.0
neg,1500.0
neg,1501.0
neg,1502.0
neg,1503.0
neg,1504.0
neg,1505.0
neg,1506.0
neg,1507.0
neg,1508.0
neg,1509.0
neg,1510.0
neg,1511.0
neg,1512.0
neg,1513.0
neg,1514.0
neg,1515.0
neg,1516.0
neg,1517.0
pos,1518.0
neg,1519.0
neg,1520.0
neg,1521.0
neg,1522.0
neg,1523.0
neg,1524.0
neg,1525.0
neg,1526.0
neg,1527.0
neg,1528.0
neg,1529.0
neg,1530.0
neg,1531.0
neg,1532.0
neg,1533.0
neg,1534.0
neg,1535.0
neg,1536.0
neg,1537.0
neg,1538.0
neg,1539.0
neg,1540.0
neg,1541.0
neg,1542.0
neg,1543.0
neg,1544.0
neg,1545.0
neg,1546.0
neg,1547.0
neg,1548.0
pos,1549.0
neg,1550.0
neg,1551.0
neg,1552.0
neg,1553.0
neg,1554.0
neg,1555.0
neg,1556.0
neg,1557.0
neg,1558.0
neg,1559.0
neg,1560.0
neg,1561.0
neg,1562.0
neg,1563.0
neg,1564.0
neg,1565.0
neg,1566.0
pos,1567.0
neg,1568.0
neg,1569.0
neg,1570.0
neg,1571.0
neg,1572.0
neg,1573.0
neg,1574.0
neg,1575.0
neg,1576.0
neg,1577.0
pos,1578.0
neg,1579.0
neg,1580.0
neg,1581.0
neg,1582.0
pos,1583.0
neg,1584.0
neg,1585.0
pos,1586.0
neg,1587.0
neg,1588.0
neg,1589.0
neg,1590.0
neg,1591.0
neg,1592.0
pos,1593.0
neg,1594.0
neg,1595.0
neg,1596.0
neg,1597.0
neg,1598.0
neg,1599.0
neg,1600.0
neg,1601.0
neg,1602.0
neg,1603.0
neg,1604.0
neg,1605.0
neg,1606.0
neg,1607.0
neg,1608.0
neg,1609.0
neg,1610.0
neg,1611.0
neg,1612.0
neg,1613.0
neg,1614.0
neg,1615.0
neg,1616.0
neg,1617.0
neg,1618.0
neg,1619.0
neg,1620.0
neg,1621.0
neg,1622.0
neg,1623.0
neg,1624.0
neg,1625.0
neg,1626.0
neg,1627.0
neg,1628.0
neg,1629.0
neg,1630.0
neg,1631.0
neg,1632.0
neg,1633.0
neg,1634.0
neg,1635.0
neg,1636.0
neg,1637.0
neg,1638.0
neg,1639.0
neg,1640.0
neg,1641.0
neg,1642.0
neg,1643.0
neg,1644.0
neg,1645.0
neg,1646.0
neg,1647.0
neg,1648.0
neg,1649.0
neg,1650.0
neg,1651.0
neg,1652.0
neg,1653.0
neg,1654.0
neg,1655.0
neg,1656.0
neg,1657.0
neg,1658.0
neg,1659.0
neg,1660.0
neg,1661.0
neg,1662.0
neg,1663.0
neg,1664.0
neg,1665.0
neg,1666.0
neg,1667.0
neg,1668.0
neg,1669.0
neg,1670.0
neg,1671.0
neg,1672.0
neg,1673.0
neg,1674.0
neg,1675.0
neg,1676.0
neg,1677.0
neg,1678.0
neg,1679.0
neg,1680.0
neg,1681.0
neg,1682.0
neg,1683.0
neg,1684.0
neg,1685.0
neg,1686.0
neg,1687.0
neg,1688.0
neg,1689.0
neg,1690.0
neg,1691.0
pos,1692.0
neg,1693.0
neg,1694.0
neg,1695.0
neg,1696.0
neg,1697.0
neg,1698.0
neg,1699.0
neg,1700.0
neg,1701.0
neg,1702.0
neg,1703.0
neg,1704.0
pos,1705.0
neg,1706.0
neg,1707.0
neg,1708.0
neg,1709.0
neg,1710.0
neg,1711.0
neg,1712.0
neg,1713.0
neg,1714.0
neg,1715.0
neg,1716.0
neg,1717.0
neg,1718.0
neg,1719.0
neg,1720.0
neg,1721.0
neg,1722.0
neg,1723.0
neg,1724.0
neg,1725.0
neg,1726.0
neg,1727.0
neg,1728.0
neg,1729.0
neg,1730.0
neg,1731.0
neg,1732.0
neg,1733.0
neg,1734.0
neg,1735.0
neg,1736.0
neg,1737.0
neg,1738.0
neg,1739.0
neg,1740.0
pos,1741.0
neg,1742.0
neg,1743.0
neg,1744.0
neg,1745.0
neg,1746.0
neg,1747.0
neg,1748.0
neg,1749.0
neg,1750.0
neg,1751.0
neg,1752.0
neg,1753.0
neg,1754.0
neg,1755.0
neg,1756.0
neg,1757.0
neg,1758.0
neg,1759.0
neg,1760.0
neg,1761.0
neg,1762.0
neg,1763.0
neg,1764.0
neg,1765.0
neg,1766.0
neg,1767.0
neg,1768.0
neg,1769.0
neg,1770.0
neg,1771.0
neg,1772.0
neg,1773.0
neg,1774.0
neg,1775.0
neg,1776.0
neg,1777.0
neg,1778.0
neg,1779.0
neg,1780.0
neg,1781.0
neg,1782.0
neg,1783.0
neg,1784.0
pos,1785.0
neg,1786.0
neg,1787.0
neg,1788.0
neg,1789.0
neg,1790.0
neg,1791.0
neg,1792.0
neg,1793.0
neg,1794.0
neg,1795.0
neg,1796.0
pos,1797.0
neg,1798.0
neg,1799.0
neg,1800.0
neg,1801.0
neg,1802.0
neg,1803.0
neg,1804.0
neg,1805.0
neg,1806.0
neg,1807.0
neg,1808.0
neg,1809.0
neg,1810.0
neg,1811.0
neg,1812.0
neg,1813.0
neg,1814.0
neg,1815.0
neg,1816.0
neg,1817.0
neg,1818.0
neg,1819.0
neg,1820.0
neg,1821.0
neg,1822.0
neg,1823.0
neg,1824.0
neg,1825.0
neg,1826.0
neg,1827.0
neg,1828.0
neg,1829.0
pos,1830.0
neg,1831.0
neg,1832.0
neg,1833.0
neg,1834.0
neg,1835.0
neg,1836.0
neg,1837.0
neg,1838.0
neg,1839.0
neg,1840.0
neg,1841.0
neg,1842.0
neg,1843.0
neg,1844.0
neg,1845.0
neg,1846.0
neg,1847.0
neg,1848.0
neg,1849.0
neg,1850.0
neg,1851.0
pos,1852.0
neg,1853.0
neg,1854.0
neg,1855.0
neg,1856.0
neg,1857.0
neg,1858.0
neg,1859.0
neg,1860.0
neg,1861.0
neg,1862.0
neg,1863.0
neg,1864.0
neg,1865.0
neg,1866.0
neg,1867.0
neg,1868.0
neg,1869.0
neg,1870.0
neg,1871.0
neg,1872.0
neg,1873.0
